song_name,song_popularity,song_duration_ms,artist_name
Throw A Fit,73,158757,Unknown Artist (Placeholder)
Make Me Feel,62,189316,Unknown Artist (Placeholder)
Last Forever feat. Rick Ross and Snoop Dogg,69,235853,Unknown Artist (Placeholder)
Playinwitme (Remix) [feat. Logic and Kehlani],64,217545,Unknown Artist (Placeholder)
Don't Mess (feat. YG),56,149508,Unknown Artist (Placeholder)
Wish - Trippie Mix,75,176874,Unknown Artist (Placeholder)
ABCD (Friend Zone),67,168787,Unknown Artist (Placeholder)
Ball For Me (feat. Nicki Minaj),86,206266,Unknown Artist (Placeholder)
Hot Summer,74,231481,Unknown Artist (Placeholder)
Walking Trophy (feat. Trey Songz & Fabolous) - Remix,46,205360,Unknown Artist (Placeholder)
Undercover,57,171800,Unknown Artist (Placeholder)
Potato Salad,77,182493,Unknown Artist (Placeholder)
Ganja Burn,73,294186,Unknown Artist (Placeholder)
BUBBLE GUM,72,196586,Unknown Artist (Placeholder)
Tell Me Why,67,142013,Unknown Artist (Placeholder)
Don't Fall For It,61,250786,Unknown Artist (Placeholder)
Late Night Messages,64,282740,Unknown Artist (Placeholder)
Pretty Girl,66,194049,Unknown Artist (Placeholder)
Moving On,67,207700,Unknown Artist (Placeholder)
Ocean (feat. Jacquees),73,219437,Unknown Artist (Placeholder)
Down Bitch,60,256720,Unknown Artist (Placeholder)
Pretending (feat. Jessie Reyez),65,177338,Unknown Artist (Placeholder)
B.I.D,6,164133,Unknown Artist (Placeholder)
Don't Tell 'Em - DaaHype Remix,32,242666,Unknown Artist (Placeholder)
Loyal,75,264946,Unknown Artist (Placeholder)
Chandelier - Plastic Plates Remix,38,267186,Unknown Artist (Placeholder)
Outsiders,1,287353,Unknown Artist (Placeholder)
Drunk in Love,53,323480,Unknown Artist (Placeholder)
Studio,70,278066,Unknown Artist (Placeholder)
No Mediocre,38,201600,Unknown Artist (Placeholder)
BO$$,11,171121,Unknown Artist (Placeholder)
Bad Girls,9,228280,Unknown Artist (Placeholder)
I'm Gone - Ovylarock Remix,50,195428,Unknown Artist (Placeholder)
Live for the Night - Dash Berlin Remix,38,319653,Unknown Artist (Placeholder)
Louder - Extended Mix,1,244233,Unknown Artist (Placeholder)
Believe - Radio Edit,40,208124,Unknown Artist (Placeholder)
Back 2 U,59,275977,Unknown Artist (Placeholder)
Faded - Tiesto's Northern Lights Remix,6,250226,Unknown Artist (Placeholder)
Ecuador - Extended Mix,40,234190,Unknown Artist (Placeholder)
L'Amour Toujours - Tiësto Edit,63,162461,Unknown Artist (Placeholder)
Tsunami - Original Mix,55,236826,Unknown Artist (Placeholder)
Red Lights,69,262200,Unknown Artist (Placeholder)
Habits (Stay High) - The Chainsmokers Radio Edit,54,264920,Unknown Artist (Placeholder)
On My Way,3,264786,Unknown Artist (Placeholder)
Let's Get F*cked Up,50,286753,Unknown Artist (Placeholder)
Reload - Vocal Version / Radio Edit,42,221272,Unknown Artist (Placeholder)
Heroes (we could be),56,209866,Unknown Artist (Placeholder)
Secrets,63,250946,Unknown Artist (Placeholder)
Calling (Lose My Mind) - Radio Edit,57,205440,Unknown Artist (Placeholder)
Zero Gravity - Radio Edit,3,227076,Unknown Artist (Placeholder)
Karate - Original Mix,7,210000,Unknown Artist (Placeholder)
Young Again,51,219534,Unknown Artist (Placeholder)
Broken Record,49,208240,Unknown Artist (Placeholder)
Sally,28,278278,Unknown Artist (Placeholder)
Sun Is Shining,6,255066,Unknown Artist (Placeholder)
Flashlight - Original Mix,4,232500,Unknown Artist (Placeholder)
Bring Back the Summer (feat. OLY),53,200204,Unknown Artist (Placeholder)
Liberate,51,313388,Unknown Artist (Placeholder)
Black - Original Mix,36,255000,Unknown Artist (Placeholder)
Breathe,48,189653,Unknown Artist (Placeholder)
Till The Sky Falls Down - Vocal Mix,41,357360,Unknown Artist (Placeholder)
The Black Pearl - Body Bangers Edit,43,217500,Unknown Artist (Placeholder)
Burnin,55,234773,Unknown Artist (Placeholder)
Long Story Short - Bodybangers Remix Edit,33,206718,Unknown Artist (Placeholder)
Are You with Me - Dimaro Remix,39,282744,Unknown Artist (Placeholder)
Live The Night,61,133125,Unknown Artist (Placeholder)
Blue (Da Ba Dee) - Sound of Legend Edit,41,178596,Unknown Artist (Placeholder)
Hit The Deck,43,176849,Unknown Artist (Placeholder)
Need You,38,195000,Unknown Artist (Placeholder)
90s Better,50,168000,Unknown Artist (Placeholder)
Ain't That Why - Skytech Remix,64,162400,Unknown Artist (Placeholder)
Salta,30,236250,Unknown Artist (Placeholder)
Rub A Bum,55,164554,Unknown Artist (Placeholder)
To the Max,39,216411,Unknown Artist (Placeholder)
Put It On (feat. Craigy T),63,186992,Unknown Artist (Placeholder)
Flashed Junk Mind,65,262000,Unknown Artist (Placeholder)
Amber,69,211080,Unknown Artist (Placeholder)
All Right,53,193226,Unknown Artist (Placeholder)
Levitate,63,230738,Unknown Artist (Placeholder)
Guitar Beat,55,205106,Unknown Artist (Placeholder)
Ordinary Girl,11,230880,Unknown Artist (Placeholder)
Ways To Go,66,215520,Unknown Artist (Placeholder)
Island In The Sun,76,200306,Unknown Artist (Placeholder)
Jungle (Radio Edit),14,237567,Unknown Artist (Placeholder)
Dive,60,210426,Unknown Artist (Placeholder)
Visions (Featuring Chloe Chaidez of Kitten),52,229792,Unknown Artist (Placeholder)
Nico And The Niners,69,227365,Unknown Artist (Placeholder)
Tidal Wave,63,211720,Unknown Artist (Placeholder)
Milk & Coffee,58,235653,Unknown Artist (Placeholder)
Vacation,10,209142,Unknown Artist (Placeholder)
End of summer (now I know),14,261502,Unknown Artist (Placeholder)
Youth,70,230693,Unknown Artist (Placeholder)
Painting (Masterpiece),60,243413,Unknown Artist (Placeholder)
Walk on the Moon (feat. Lynx),48,201760,Unknown Artist (Placeholder)
Tell Me Tell Me,59,188257,Unknown Artist (Placeholder)
Sit Next to Me,79,243146,Unknown Artist (Placeholder)
Sober Up,72,218763,Unknown Artist (Placeholder)
these are my friends,38,208941,Unknown Artist (Placeholder)
Stone Love,64,254800,Unknown Artist (Placeholder)
Mistakes Like This,54,191954,Unknown Artist (Placeholder)
Celebrate (feat. The Unlikely Candidates) [Alt Edit],48,196637,Unknown Artist (Placeholder)
World on Fire,58,240028,Unknown Artist (Placeholder)
Golden Age,47,172100,Unknown Artist (Placeholder)
Today Is The Day,46,183506,Unknown Artist (Placeholder)
Lula On The Beach,33,205213,Unknown Artist (Placeholder)
Are You High?,51,192188,Unknown Artist (Placeholder)
Cocoon,13,254000,Unknown Artist (Placeholder)
Tijuana Sunrise,55,218487,Unknown Artist (Placeholder)
Celebrate,58,243173,Unknown Artist (Placeholder)
Straight Jacket,50,205065,Unknown Artist (Placeholder)
Doin' Time,60,251120,Unknown Artist (Placeholder)
Firebird,55,221640,Unknown Artist (Placeholder)
Gooey,72,289306,Unknown Artist (Placeholder)
Visions,58,233789,Unknown Artist (Placeholder)
Hollow Life,58,237066,Unknown Artist (Placeholder)
Sick Love,67,221440,Unknown Artist (Placeholder)
Dance All Night,60,206333,Unknown Artist (Placeholder)
Life Itself,9,280415,Unknown Artist (Placeholder)
Doing Good,58,250586,Unknown Artist (Placeholder)
Girlfriend,44,161537,Unknown Artist (Placeholder)
Roll Up,46,218400,Unknown Artist (Placeholder)
Pockets Full Of No,53,203400,Unknown Artist (Placeholder)
Dark Necessities,58,302000,Unknown Artist (Placeholder)
Red Dress,57,200796,Unknown Artist (Placeholder)
That's All I Need,7,213147,Unknown Artist (Placeholder)
The Way It Was,58,229666,Unknown Artist (Placeholder)
Feels Like Summer,51,195389,Unknown Artist (Placeholder)
HandClap,67,193253,Unknown Artist (Placeholder)
Ego,55,232213,Unknown Artist (Placeholder)
Bad News,52,205226,Unknown Artist (Placeholder)
Little Green Bag,22,195466,Unknown Artist (Placeholder)
What Am I Becoming?,50,198599,Unknown Artist (Placeholder)
Are You What You Want to Be?,59,270840,Unknown Artist (Placeholder)
Good Morning,8,219560,Unknown Artist (Placeholder)
Says She Loves Me,6,219240,Unknown Artist (Placeholder)
No Type,50,213797,Unknown Artist (Placeholder)
Corona And Lime,56,236000,Unknown Artist (Placeholder)
All Mixed Up,48,182333,Unknown Artist (Placeholder)
Wherever You Go,6,211764,Unknown Artist (Placeholder)
Son's Gonna Rise - New Radio Mix,55,231866,Unknown Artist (Placeholder)
Day By Day,54,214904,Unknown Artist (Placeholder)
Whatever It Takes,86,201240,Unknown Artist (Placeholder)
Apologize,72,208106,Unknown Artist (Placeholder)
I'm Not The Only One,30,239316,Unknown Artist (Placeholder)
In My Blood - Acoustic,72,212933,Unknown Artist (Placeholder)
Dive,82,238440,Unknown Artist (Placeholder)
Water Under the Bridge,72,240426,Unknown Artist (Placeholder)
Stay With Me,30,172723,Unknown Artist (Placeholder)
Have It All,70,226106,Unknown Artist (Placeholder)
Whatever You Want,70,242813,Unknown Artist (Placeholder)
Take A Bow,80,229413,Unknown Artist (Placeholder)
Enough for You,61,194583,Unknown Artist (Placeholder)
Africa,73,238148,Unknown Artist (Placeholder)
Fuh You,68,203719,Unknown Artist (Placeholder)
Hurt Somebody (With Julia Michaels),81,168640,Unknown Artist (Placeholder)
I'll Never Love Again - Film Version,74,281066,Unknown Artist (Placeholder)
joy.,65,233946,Unknown Artist (Placeholder)
Too Good At Goodbyes,81,201000,Unknown Artist (Placeholder)
Younger,62,222120,Unknown Artist (Placeholder)
Till I Found You,63,240280,Unknown Artist (Placeholder)
Like I'm Gonna Lose You,80,225053,Unknown Artist (Placeholder)
Known,68,198140,Unknown Artist (Placeholder)
Mercy,21,208733,Unknown Artist (Placeholder)
Fool,64,189136,Unknown Artist (Placeholder)
Wild Wild Son,67,213706,Unknown Artist (Placeholder)
Drive,63,197386,Unknown Artist (Placeholder)
Imagine / What a Wonderful World,48,320240,Unknown Artist (Placeholder)
Symphony - Recorded at Spotify Studios NYC,49,212792,Unknown Artist (Placeholder)
Set Fire to the Rain,75,241693,Unknown Artist (Placeholder)
Love Yourself,19,233746,Unknown Artist (Placeholder)
Grateful (feat. Poo Bear),50,246081,Unknown Artist (Placeholder)
Ahead Of Myself,67,223146,Unknown Artist (Placeholder)
See You Again (feat. Charlie Puth),81,229525,Unknown Artist (Placeholder)
Fix You,82,295533,Unknown Artist (Placeholder)
Someone Like You,79,285040,Unknown Artist (Placeholder)
Come Together,54,166232,Unknown Artist (Placeholder)
The One,69,232520,Unknown Artist (Placeholder)
See You Again,50,201094,Unknown Artist (Placeholder)
One Call Away,69,194453,Unknown Artist (Placeholder)
Empress,62,269586,Unknown Artist (Placeholder)
A Million Lights,50,216333,Unknown Artist (Placeholder)
One In A Million,53,214989,Unknown Artist (Placeholder)
Take It All Back 2.0,68,218355,Unknown Artist (Placeholder)
Melody,55,184009,Unknown Artist (Placeholder)
Please Don't Go,78,210580,Unknown Artist (Placeholder)
Need You Like That,56,209441,Unknown Artist (Placeholder)
Wish You Well,53,198709,Unknown Artist (Placeholder)
Story of My Life,78,245493,Unknown Artist (Placeholder)
You're Beautiful,48,213053,Unknown Artist (Placeholder)
What About Us,73,271519,Unknown Artist (Placeholder)
Follow,40,185973,Unknown Artist (Placeholder)
Role Models,59,192173,Unknown Artist (Placeholder)
Celebrate Life,35,235236,Unknown Artist (Placeholder)
Rolling in the Deep,75,228093,Unknown Artist (Placeholder)
Take Me To Church,42,241688,Unknown Artist (Placeholder)
Counting Stars,76,257839,Unknown Artist (Placeholder)
What About Us,81,269600,Unknown Artist (Placeholder)
Cheerleader - Felix Jaehn Remix Radio Edit,68,180560,Unknown Artist (Placeholder)
Radioactive,75,186813,Unknown Artist (Placeholder)
Hello,74,295493,Unknown Artist (Placeholder)
Problem,77,193920,Unknown Artist (Placeholder)
Uptown Funk,83,269666,Unknown Artist (Placeholder)
Pompeii,41,214147,Unknown Artist (Placeholder)
Best Day Of My Life,78,194240,Unknown Artist (Placeholder)
Boom Clap,62,169866,Unknown Artist (Placeholder)
Believer,30,204346,Unknown Artist (Placeholder)
Blurred Lines,76,263826,Unknown Artist (Placeholder)
Slow Hands,80,188174,Unknown Artist (Placeholder)
The Man,63,254880,Unknown Artist (Placeholder)
Heart Attack,74,210840,Unknown Artist (Placeholder)
Underneath It All - Acoustic Live - German Radio,57,226866,Unknown Artist (Placeholder)
Don’t Matter To Me,67,245786,Unknown Artist (Placeholder)
Sign of the Times,81,340706,Unknown Artist (Placeholder)
Castle on the Hill,83,261153,Unknown Artist (Placeholder)
Body Like A Back Road,81,165386,Unknown Artist (Placeholder)
A Thousand Miles (Live Acoustic),24,278346,Unknown Artist (Placeholder)
Lost in My Mind,57,259120,Unknown Artist (Placeholder)
Don't Stop Believin',73,248200,Unknown Artist (Placeholder)
Dancing in the Moonlight,71,233373,Unknown Artist (Placeholder)
Don't Go Breaking My Heart,21,274266,Unknown Artist (Placeholder)
Here Comes The Sun - Remastered,43,185733,Unknown Artist (Placeholder)
I WILL SURVIVE,63,197412,Unknown Artist (Placeholder)
We Are Family,68,216733,Unknown Artist (Placeholder)
Take on Me,16,225920,Unknown Artist (Placeholder)
If I Could Turn Back Time,72,239826,Unknown Artist (Placeholder)
How Will I Know,71,275533,Unknown Artist (Placeholder)
Come Together - Remastered 2009,79,259946,Unknown Artist (Placeholder)
Come On Eileen,32,205933,Unknown Artist (Placeholder)
It's Not Unusual,68,119800,Unknown Artist (Placeholder)
We Didn't Start the Fire,71,287733,Unknown Artist (Placeholder)
Fame,30,313453,Unknown Artist (Placeholder)
Wake Me Up - Radio Edit,49,247426,Unknown Artist (Placeholder)
Hot N Cold,61,223226,Unknown Artist (Placeholder)
The Lazy Song,74,190213,Unknown Artist (Placeholder)
Africa,22,296173,Unknown Artist (Placeholder)
You Give Love A Bad Name,37,223146,Unknown Artist (Placeholder)
Escape (The Pina Colada Song),68,276413,Unknown Artist (Placeholder)
Rehab,38,213760,Unknown Artist (Placeholder)
Hey There Delilah,71,232853,Unknown Artist (Placeholder)
"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",80,236001,Unknown Artist (Placeholder)
Shower,74,206166,Unknown Artist (Placeholder)
"Ob-La-Di, Ob-La-Da - Remastered",29,188960,Unknown Artist (Placeholder)
Home,75,306320,Unknown Artist (Placeholder)
I'm Coming Out,69,326373,Unknown Artist (Placeholder)
Craters,51,250427,Unknown Artist (Placeholder)
What a Fool Believes - Live,51,252066,Unknown Artist (Placeholder)
Voodoo,53,222079,Unknown Artist (Placeholder)
I Believe In Love,61,229773,Unknown Artist (Placeholder)
"Love, Love, Love",58,204055,Unknown Artist (Placeholder)
Another Life,57,358626,Unknown Artist (Placeholder)
Pink + White,15,184516,Unknown Artist (Placeholder)
Love Is Stronger Than Pride,59,258026,Unknown Artist (Placeholder)
Angel - Recorded At Spotify Studios NYC,49,297779,Unknown Artist (Placeholder)
Heaven Only Knows,53,250053,Unknown Artist (Placeholder)
Leave It Smokin’,51,234935,Unknown Artist (Placeholder)
Beyond - Recorded at Spotify Studios NYC,58,244213,Unknown Artist (Placeholder)
Wild Flower,51,389493,Unknown Artist (Placeholder)
Add To Me - Recorded At Spotify Studios NYC,50,220546,Unknown Artist (Placeholder)
Best of Me,61,226373,Unknown Artist (Placeholder)
I Feel a Change,55,266120,Unknown Artist (Placeholder)
Open Your Eyes ii,40,260453,Unknown Artist (Placeholder)
Remind Me,46,245346,Unknown Artist (Placeholder)
Evergreen,15,192933,Unknown Artist (Placeholder)
First Began - Recorded at Spotify Studios NYC,52,211202,Unknown Artist (Placeholder)
Rolling Hills,45,287293,Unknown Artist (Placeholder)
Deeper,50,236545,Unknown Artist (Placeholder)
Get You - Recorded at Spotify Studios NYC,66,226720,Unknown Artist (Placeholder)
How Deep Is Your Love (feat. Yebba) - Live,62,210132,Unknown Artist (Placeholder)
Try,47,247275,Unknown Artist (Placeholder)
Brown Eyed Lover,53,238819,Unknown Artist (Placeholder)
I Can't Help It,60,269333,Unknown Artist (Placeholder)
Make Me A Believer,49,383586,Unknown Artist (Placeholder)
A Change Is Gonna Come - Recorded At Spotify Studios NYC,50,255320,Unknown Artist (Placeholder)
Cryin',48,246973,Unknown Artist (Placeholder)
I Know You Know,58,225200,Unknown Artist (Placeholder)
FIRST TIME AGAIN,46,243716,Unknown Artist (Placeholder)
I Won't Mind,55,216000,Unknown Artist (Placeholder)
This Masquerade,50,196920,Unknown Artist (Placeholder)
Your Love,49,295213,Unknown Artist (Placeholder)
Free,40,300506,Unknown Artist (Placeholder)
Autumn Leaves,11,191213,Unknown Artist (Placeholder)
Half Time,61,230853,Unknown Artist (Placeholder)
Peace+Love (feat. Jarrod Lawson & Tony Ozier),46,264267,Unknown Artist (Placeholder)
Drip,54,217253,Unknown Artist (Placeholder)
Luh Ya,52,213356,Unknown Artist (Placeholder)
Run Deep,37,216942,Unknown Artist (Placeholder)
Show The Way,12,262253,Unknown Artist (Placeholder)
Provider,70,243238,Unknown Artist (Placeholder)
Autumn,48,217906,Unknown Artist (Placeholder)
Orange Moon,54,430000,Unknown Artist (Placeholder)
People Make the World Go Round,50,213800,Unknown Artist (Placeholder)
Will He,48,202102,Unknown Artist (Placeholder)
Fantasy,67,226213,Unknown Artist (Placeholder)
Going All the Way,48,172008,Unknown Artist (Placeholder)
Honest,46,232135,Unknown Artist (Placeholder)
You & I,11,222492,Unknown Artist (Placeholder)
Mirror (Live),51,233826,Unknown Artist (Placeholder)
Walk On By,57,273066,Unknown Artist (Placeholder)
Superman,45,384840,Unknown Artist (Placeholder)
Still Ray,52,183293,Unknown Artist (Placeholder)
Grandma's Hands,45,243071,Unknown Artist (Placeholder)
Tomorrow,50,306213,Unknown Artist (Placeholder)
Liberation (with Cee-Lo),51,526373,Unknown Artist (Placeholder)
Blessin Me,48,282826,Unknown Artist (Placeholder)
Feels Good,42,270266,Unknown Artist (Placeholder)
Everlasting Love,37,289666,Unknown Artist (Placeholder)
In My Head,50,280733,Unknown Artist (Placeholder)
I Really Don't Care,42,179631,Unknown Artist (Placeholder)
Best,47,199384,Unknown Artist (Placeholder)
Things Are Changin' - Live [Solo Acoustic],59,271160,Unknown Artist (Placeholder)
I'm In Love,39,290306,Unknown Artist (Placeholder)
All My Days (feat. Darien Brockington),44,257085,Unknown Artist (Placeholder)
